t,ax,ay,az,wx,wy,wz,s
810.703526974,-8568,-13316,-23360,-2166,11263,-6500,0
810.813073158,-19472,-1972,3404,-11972,12473,-15132,0
810.92246604,-19352,3520,1484,-8688,6918,-21835,0
811.032149076,-12728,4252,-2212,-2903,-3163,-17420,0
811.14178896,-11976,1076,-7660,-6030,-4194,-14145,0
811.251420975,-10212,-7804,-7832,-4845,-7930,-4391,0
811.361031055,6100,10400,5232,12249,-18146,11105,1
811.470652103,-13944,-1604,208,31459,-15551,3596,0
811.580147028,-12132,-3084,-2136,-2063,-5145,7933,0
811.689677,-14400,-272,-5112,-2713,-3244,7922,0
811.799145937,-14496,1824,-3392,-1646,-4274,8667,0
811.908710003,-15300,1108,-7396,-2319,-2602,4511,0
812.01817894,-19016,-7724,-11700,-7154,2163,-2541,0
812.127635002,-21776,2992,-4584,-8169,14761,-18867,0
812.237115145,-20132,748,-3052,-8273,6970,-24236,0
812.346572161,-14836,3512,-920,670,214,-13061,0
812.456139088,-12224,3528,-676,-2017,-2663,-8927,0
812.565603971,-10840,-18976,-17684,1797,-7073,-8254,0
812.675105095,-15972,-5680,156,-2572,2226,8707,0
812.784657001,-4276,2756,3772,-10198,424,-597,0
812.894040108,-15824,228,-5988,3372,-9569,9272,1
813.003554106,-13988,624,-4148,2441,-5707,19849,0
813.113090992,-15024,-1872,-4960,-2145,-6140,8559,0
813.222489119,-14864,-2172,-6928,-619,-2876,7021,0
813.332169056,-20584,-22420,-21576,-2093,8031,-10622,0
813.441815138,-21124,1008,-2616,-3946,11404,-9761,0
813.551397085,-15648,7296,-2332,-2044,9933,-17855,0
813.661019087,-12112,5448,-4292,1421,-450,-8273,0
813.771054983,-8352,-2252,-10416,-2733,-6571,-14763,0
813.880671978,-15432,7132,10384,-15390,-115,8357,0
813.990236044,-17652,5568,1808,-32768,10745,310,1
814.099884987,-16680,-116,-3856,-11923,-6210,1742,0
814.20947814,-14852,-200,-3592,1272,-8346,9542,0
814.319134951,-16060,-2368,-3828,-1628,-5763,7923,0
814.428802967,-12344,-728,-6356,-1771,-2576,5640,0
814.538392067,-17332,-6924,-9192,-1098,766,6640,0
814.647825956,-30720,-3392,-4680,4496,26380,-9929,0
814.757303953,-20916,1004,-396,-1272,7011,-24688,0
814.866932154,-14552,4204,-536,-1880,2166,-16406,0
814.976392984,-12088,808,-996,1736,-1769,-8743,0
815.085855007,-13808,-8644,-12296,-6802,-8836,-13818,0
815.195385933,-15872,1300,2300,-2412,-2153,19050,0
815.304813147,-21292,4260,10832,-32171,-8950,3686,1
815.414181948,-17556,3276,-6024,5676,-5530,7319,0
815.523571014,-14044,-1636,-4716,-1168,-6773,7024,0
815.633096933,-14144,-920,-4428,-12827,-4129,6956,0
815.742475033,-10712,908,-8808,-13106,-1475,1617,0
815.852142096,-15696,772,-4344,-2227,478,6458,0
815.961723089,-12044,-14268,-19612,-9974,9549,-6684,0
816.07139802,-19884,3412,376,-17502,10262,-19320,0
816.180966139,-20496,5396,-2124,-13840,7825,-25416,0
816.290519953,-14236,3264,-2124,-2761,-2947,-18981,0
816.399260044,-10784,6088,-4960,-4001,-286,-13723,0
816.507255077,-12108,-14492,-15124,-6954,-7858,-9796,0
816.615438938,-15760,6568,-2292,-8267,-6504,29767,0
816.723330021,-2580,-8204,8160,-10951,-6232,30438,1
816.831159115,-17160,5284,-5576,2923,-5397,11918,0
816.940304995,-15200,-2172,-4592,5031,-7509,10904,0
817.049989939,-15208,-1752,-4184,-4209,-4321,7968,0
817.159530163,-15352,-2300,-6404,-2380,-4530,5933,0
817.269156933,-16268,-628,-3376,-2587,-1389,3856,0
817.378541946,-4176,-14716,-32768,589,20582,-4864,0
817.488047123,-18976,2160,-1712,-5011,9686,-13140,0
817.597725153,-17428,1860,-332,-8247,8864,-20046,0
817.707153082,-13612,2464,-4584,2605,-1857,-11662,0
817.816610098,-6032,-3184,-3316,-2663,-15159,-1008,0
817.926183939,-9404,-15416,-13328,-2762,-4734,-8296,0
818.035602093,-32324,-21520,-32768,3523,-18261,-5455,0
818.145051003,-10712,3324,380,-1733,-9388,21219,1
818.254637003,-14196,-32,-7592,11068,-7577,6195,1
818.364037991,-14004,192,-3820,325,-6168,14929,0
818.473412991,-15668,-3608,-3636,-1305,-5582,6867,0
818.582931995,-14700,904,-4052,-3691,-3578,4530,0
818.692369938,-15092,-5208,-8440,-2113,268,4410,0
818.801907063,-27224,-3068,-9472,6656,25537,-7687,0
818.911489964,-22544,-2668,188,-5914,6587,-19321,0
819.02101016,-13748,3628,1376,-795,3615,-17097,0
819.130680084,-11128,3544,-2272,-128,-1825,-8620,0
819.240231991,-9656,-12100,-14192,-1655,-8076,-6879,0
819.349874973,-12160,2760,-200,-8234,1545,27656,1
819.459628105,-6896,-11972,10448,-27131,-1175,2473,0
819.569220066,-16712,1172,-4556,-6784,-5453,-3438,0
819.678722143,-14412,664,-2028,1980,-7767,9840,0
819.788212061,-15428,-400,-3400,-1575,-5640,7437,0
819.897668123,-14508,-148,-4848,-1167,-3429,5887,0
820.007148027,-15212,-6268,-9404,1428,-159,4447,0
820.11659193,-28896,-788,-2952,330,22427,-14591,0
820.22615099,-19556,980,-116,-7138,6128,-24911,0
820.33557415,-13004,4112,-176,521,4669,-13194,0
820.445042133,-8812,3068,832,721,-2972,-9251,0
820.554621935,-9324,-18700,-15976,-1756,-10404,-5771,0
820.663998127,-30800,-21176,-15596,-4551,-7453,4010,0
820.773386002,-13960,3200,-940,-8193,9758,5132,1
820.882702112,-15996,1948,-6412,-9093,-2125,8548,0
820.992114067,-14400,-1980,-3848,4181,-6800,12072,0
821.101629019,-13976,-980,-3512,-10189,-5424,5750,0
821.211184025,-13700,2120,-7520,-4291,-2463,6654,0
821.320731163,-13676,-7556,-13456,-5204,774,-61,0
821.430407047,-22624,208,-5560,-10388,22334,-24878,0
821.539981127,-21024,-1380,-1556,-4611,7831,-28040,0
821.649580002,-14888,3808,1096,-4901,-756,-19712,0
821.759176016,-11940,2972,-2572,-1589,-5071,-12938,0
821.868659973,-4144,-19696,-15460,4739,-12228,-5156,0
821.97814703,-14080,-2272,8428,-17456,-1177,15034,0
822.087645054,-10016,-1420,-11216,-12438,-4633,-3556,1
822.197179079,-15432,-1064,-5724,-18990,-2526,2297,0
822.306659937,-15088,1556,-1432,-519,-4527,4417,0
822.416110992,-14972,-628,-5072,-7680,-1335,4837,0
822.52593112,-13760,-396,-5940,-6674,-4134,2979,0
822.63548398,-14352,-4120,-7840,-7084,1309,1339,0
822.74496007,-22020,-4596,-1172,-1257,21484,-11254,0
822.854349136,-20224,-2908,2868,-5282,4805,-16016,0
822.963897943,-16484,2572,2528,-4055,3473,-19869,0
823.073261023,-10612,3800,-1368,-5023,-2956,-13919,0
823.182608128,-3432,-5448,-6948,-2261,-6046,-11289,0
823.29203701,-10968,1876,-2776,-8574,-2311,12131,0
823.401597977,-13816,-3044,-10496,-16606,1959,19350,1
823.511234999,-16840,1288,-5644,-29402,-8326,-4754,0
823.620752096,-15168,-996,-3952,-1001,-5367,9798,0
823.730345011,-14500,-684,-4908,-6403,-2426,7406,0
823.83988595,-11572,-4396,-6864,-2594,-2907,1572,0
823.949433088,-16344,-3976,-7960,-1101,47,2896,0
824.059139013,-19740,-15068,-4188,2016,20265,-9367,0
824.168519974,-20744,-3528,448,-3733,5305,-16625,0
824.27801609,-16672,2664,1852,2226,1940,-15226,0
824.387614012,-10252,4564,-1880,-1489,-1927,-12514,0
824.497239113,-9148,-23688,-19956,-46,-11130,-5654,0
824.606687069,-28512,-19568,-28524,-1231,-6366,1018,0
824.716169119,-16896,5840,4136,-7725,-4881,5489,1
824.825524092,-19104,-2904,-8884,12192,-4579,15984,0
824.934895992,-13940,500,-3956,823,-6891,10811,0
825.044378042,-14540,2008,-3748,-1495,-8852,10093,0
825.15395999,-14464,-3760,-6716,4654,-2647,8958,0
825.26332593,-9400,-5144,-32768,8558,21052,-10305,0
825.372672081,-23936,6400,-4456,8088,6893,-10148,0
825.482103109,-12756,6224,-172,2148,7214,-15052,0
825.591642141,-9360,1724,-2808,5322,-3984,-7610,0
825.701169968,-7720,-7060,-10168,-2177,-9420,-12868,0
825.810735941,-13052,-1984,1628,-4645,1765,16364,0
825.920120955,-21056,-5808,-2116,-27860,12607,13298,1
826.029654026,-16080,-172,-5200,-6321,-11388,722,0
826.139174938,-15400,-1640,-3036,3213,-7643,8105,0
826.248677969,-13692,-1764,-1984,2249,-5608,15640,0
826.358193159,-13460,-5484,-9696,-2101,-6966,5434,0
826.46769309,-14932,-5908,-9040,2342,2497,2720,0
826.577156067,-32768,-11268,4856,5069,28028,-13476,0
826.686619997,-23452,3428,1188,-10900,6884,-21089,0
826.796216965,-15340,2932,440,-4910,637,-17413,0
826.905642033,-10640,2948,-2048,-1645,-3773,-10405,0
827.015069962,-6700,-11292,-8136,-7556,-8061,-14575,0
827.124648094,-12336,5232,-136,-15829,-3676,9993,1
827.232726097,-12720,3368,-696,-21723,-11960,259,0
827.340600967,-17412,-176,-6092,-9070,-4615,2940,0
827.45026207,-14452,2172,-2564,-1727,-4442,8194,0
827.559916973,-14504,-5460,-5524,-9992,-148,2202,0
827.669325113,-13408,3156,-5520,-10100,-1990,897,0
827.778943062,-15912,1868,-2856,-6563,-1061,3207,0
827.888397932,-16808,-1144,-12432,-6098,2043,-904,0
827.997874022,-19440,-5104,-6976,-14028,12688,-23254,0
828.107341051,-22236,-6360,-1004,-4674,7551,-14819,0
828.216964006,-16288,5744,1184,-3757,3425,-18869,0
828.326388121,-10744,1932,-2884,-831,-2194,-15478,0
828.435796022,-9584,-4540,-5360,-2119,-5944,-14853,0
828.545421124,-13224,-676,5008,-5697,5164,9659,0
828.654833078,-32768,3368,-6960,-16830,31443,6342,1
828.764369011,-15180,1972,-1588,-15916,-3498,254,0
828.873860121,-15708,-2728,-3368,1605,-5809,10315,0
828.983340979,-14112,-2772,-6396,3584,-3259,14771,0
829.092664957,-13484,1084,-4528,-3550,-3948,6024,0
829.202022076,-15988,-6268,-12888,-7120,-460,1124,0
829.31163311,-25216,-2296,-6952,-4098,18892,-19728,0
829.421020985,-19660,-100,-2080,-2276,6098,-29869,0
829.530704021,-12624,4896,108,-3808,-277,-20033,0
829.640260935,-12696,4140,776,-808,-2598,-8963,0
829.749931097,-8136,-20100,-17216,2870,-11059,-5017,0
829.859447002,-20508,-14808,-26536,-4393,-17312,-4912,0
829.968940973,-14372,-1684,-2792,7967,-10043,8251,1
830.078421116,-15080,-64,-1524,6873,-6551,14747,0
830.187819958,-14604,-408,-3704,-5701,-3343,8692,0
830.297385931,-14516,2008,-3672,-5512,-6504,5857,0
830.40694809,-16308,-2852,-8340,211,-1704,5778,0
830.51643014,-16420,-12988,-21072,5278,20083,-5449,0
830.625880003,-26224,1496,-1420,-887,8591,-17620,0
830.735386133,-13976,3564,152,641,5997,-17028,0
830.844861984,-9504,6600,-916,1182,-3762,-11032,0
830.954271078,-10472,-7184,-14736,-626,-11476,-14579,0
831.063915968,-10692,488,-4624,-11063,-2314,13186,0
831.17364502,-5624,-716,19692,-11201,-8465,-598,1
831.283153057,-16956,1848,-3152,1927,-6167,8299,0
831.392518997,-14816,-76,-1544,2671,-7505,11949,0
831.502218962,-15840,-3304,-2712,-3440,-7914,9201,0
831.61184001,-15788,1408,-4236,2092,-3851,7756,0
831.721431017,-19180,-18696,-14092,-392,8465,-5719,0
831.830990076,-23016,1792,-1920,-6771,13689,-11786,0
831.940668106,-19888,4228,-588,-1597,11203,-15447,0
832.050213099,-11232,256,-224,-1617,2043,-17238,0
832.15989995,-18160,-216,-3636,-10943,-10491,-12691,0
832.269407034,-12628,-4240,396,-10094,-1339,-203,0
832.378911972,-32768,4108,-2524,-10003,23422,11180,0
832.488420963,-14356,-1284,-5740,-3775,-7386,4246,1
832.597888947,-13768,-2808,-4732,-5316,-4240,7974,0
832.707306147,-15928,-768,-4664,-10165,-3054,2261,0
832.816947937,-11212,-3296,-10844,-6037,-3968,3683,0
832.926438093,-15328,-7140,-7356,-3708,1859,2653,0
833.035843134,-24892,-3332,-4584,-7458,16106,-21122,0
833.145406008,-21900,-576,-1464,-5253,3194,-23354,0
833.254817009,-14520,3764,1256,-4858,2715,-19034,0
833.364254951,-8276,1576,476,-3122,-4672,-12219,0
833.47360301,-8704,-24528,-23432,-246,-14084,-8550,0
833.583111048,-22236,-20856,-32768,-20342,-1794,-16297,0
833.69248414,-16088,520,1036,222,1749,7786,1
833.802165985,-13400,3136,-5320,2535,-4395,10910,0
833.915291071,-14912,-696,-4100,156,-6103,12219,0
834.024965048,-14532,676,-4852,-7277,-4030,2308,0
834.134354115,-13980,1712,-5968,-7643,-1247,3394,0
834.243978977,-16552,-9720,-10408,-6577,289,102,0
834.353357077,-21664,-3516,-2124,-12289,21953,-21226,0
834.462720156,-19800,372,-2708,-14830,5473,-26877,0
834.572160006,-16260,2676,-580,-4231,-184,-21485,0
834.681674004,-11360,3784,-692,-1793,-4321,-13381,0
834.791234016,-11760,-22932,-23136,680,-11454,-8277,0
834.900792122,-24996,-872,-32768,-8402,-17543,-13983,0
835.010303974,-15296,7780,-3908,-5160,-3837,9219,1
835.119935036,-16864,200,-5704,8037,-2083,11840,0
835.229328156,-14652,-1700,-5208,-4038,-2297,14932,0
835.338891029,-16388,4172,-2828,-5406,-5200,8434,0
835.448431015,-13784,-2164,-8384,835,-3111,6192,0
835.557886124,-14384,-17516,-21848,2935,11790,-11299,0
835.667257071,-23468,2940,-2012,-4976,9077,-15283,0
835.776726961,-15632,6084,1172,1485,4993,-16424,0
835.886202097,-8716,6812,-1988,-571,-3774,-9644,0
835.995624065,-10904,-4404,-5352,3500,-8775,-13066,0
836.105065107,-15112,1012,7792,-13325,569,5359,0
836.214630127,-26940,3136,-3144,-10486,18444,19938,1
836.324118137,-15204,-2504,1496,-27320,-6608,-11497,0
836.433520079,-13776,-1268,-4516,2177,-6166,8947,0
836.543058157,-16208,592,-2800,963,-7032,12625,0
836.65241313,-15368,-4928,-7364,-1124,-5522,8599,0
836.761964083,-13304,-20736,-12580,-3293,12257,-11027,0
836.871530056,-25916,764,60,6784,14181,-5821,0
836.98103714,-17204,6280,-896,-669,10466,-19703,0
837.090733051,-8264,-108,-4756,2200,-128,-9470,0
837.200282097,-10184,-2448,-4944,-5933,-4395,-15055,0
837.309965134,-15280,-1280,4752,-8522,-449,9265,0
837.419643164,-23796,1180,-6800,-17595,17323,9564,1
837.528739929,-20800,2628,-4564,2823,-6070,10233,0
837.637814045,-14580,-2104,-4464,3749,-7123,10231,0
837.747224092,-14792,1808,-3968,2058,-5218,8466,0
837.856676102,-13536,-2000,-7348,-1171,-3412,6415,0
837.966253042,-20912,-18640,-10960,-1266,6177,-2608,0
838.075664043,-20676,1748,1204,-1549,17137,-13970,0
838.185095072,-20240,2672,-148,-8955,13936,-22983,0
838.294664145,-14288,5872,-1176,-2094,-2750,-16834,0
838.404054165,-12552,3404,-1736,-5066,-6454,-6031,0
838.513478994,-12200,-15748,-10168,-3515,-7759,-7564,0
838.623028994,-8280,7336,-17592,-1766,12988,26072,1
838.732366085,-16196,-3560,-6672,2272,-8279,5643,0
838.841959953,-12496,-5072,-1328,-8772,-3183,5060,0
838.951586962,-15560,-2360,-6180,-13634,1129,8798,0
839.061120987,-12136,4720,-5548,-8386,-3266,2116,0
839.170527935,-16628,-1080,-5952,-5188,-1982,3631,0
839.28015399,-13192,-11096,-20684,1921,13282,-5016,0
839.389605999,-21264,9316,-3704,-8903,12331,-20526,0
839.499258041,-16708,9864,-2204,-6257,7427,-20161,0
839.608726978,-13612,3624,-1220,-2705,-695,-15964,0
839.718253136,-12316,8404,-3604,-7781,-2358,-11282,0
839.82803607,-8140,-10128,-12672,-7685,-1243,-4804,1
839.937690973,-30292,8472,4792,-11403,16546,12010,0
840.047152996,-12060,284,-5460,-1061,-5603,6325,0
840.156615019,-14788,-2156,-4208,2122,-7665,15575,0
840.266129971,-15852,-348,-1908,-129,-4644,9749,0
840.375550032,-15440,-2052,-6744,1277,-3374,8556,0
840.485007048,-20472,-20968,-21568,-405,8210,-5825,0
840.594377995,-19940,-1116,-2972,1072,11968,-11927,0
840.703891039,-19032,5356,116,-6502,8940,-22131,0
840.813275099,-11612,7384,-4452,-658,-2378,-14427,0
840.922619104,-10428,432,-6196,-8070,-11422,-11434,0
841.032016039,-13556,-6816,-8372,-7479,-3234,-4010,0
841.141556978,-22900,6072,-1820,-10649,14944,6175,1
841.250951052,-13416,-776,-5432,-7567,-2272,9954,0
841.360630035,-13424,-1016,-4620,-2446,-6767,13510,0
841.470162153,-15400,2180,-3820,-9542,-5138,5825,0
841.579873085,-14688,-1728,-8836,-648,-5616,8063,0
841.689411163,-19164,-20036,-13124,-1442,6587,-6250,0
841.798943996,-22340,5564,-2104,-867,17788,-15289,0
841.908427954,-18068,6824,-2752,-4874,9804,-21133,0
842.017956018,-12412,2964,-4104,2019,-2726,-9700,0
842.127422094,-10080,948,-3748,-3432,-5994,-11447,0
842.236922026,-5556,-9020,-11688,-9163,-1969,-4517,1
842.346370935,-20628,4912,-8832,-5859,-5914,13025,1
842.455799103,-15532,-608,-3796,11330,-9544,7322,0
842.565395117,-13532,-4808,-1044,2149,-6337,8172,0
842.674782038,-15056,-2276,-4224,2548,-7318,9558,0
842.784163952,-14980,12,-5616,1777,-3228,7736,0
842.893532991,-19836,-21144,-15084,352,8504,-5344,0
843.003113031,-24284,-5672,2992,-1104,14923,-9376,0
843.112488985,-19612,5596,-2020,-5290,11072,-19938,0
843.222270966,-11184,4388,-1968,3435,-235,-11859,0
843.331779003,-19704,-4120,-576,-3750,-9128,-15569,0
843.441432953,-11500,-1804,-4120,-3454,1419,3243,0
843.551018,-19644,8436,-13836,3053,13167,21394,1
843.66063714,-17812,1156,-4320,-591,-1599,11064,0
843.77015996,-11420,-2756,-7568,-6787,-2097,4824,0
843.879691124,-15764,4740,-6268,-9505,-1955,2457,0
843.989212036,-12172,76,-7324,-6408,-4166,4001,0
844.098783016,-15684,-7268,-9424,-4369,2662,853,0
844.208311081,-28212,-2864,-2072,-5844,21079,-23794,0
844.317894936,-19992,-1596,-1776,-6101,6255,-23352,0
844.42733407,-14476,4136,320,-6226,608,-20426,0
844.536919117,-12016,1048,-2820,-1929,-3489,-12099,0
844.646453142,-7232,-14552,-10380,-293,-6962,-11168,0
844.755921125,-17604,-6296,5756,-19953,2610,10508,0
844.865395069,-4256,-8540,20884,-10897,-4567,-5543,1
844.974830151,-17404,1432,-3404,-6510,-3691,5758,0
845.084280014,-13636,-952,-3900,215,-4225,12933,0
845.193869114,-14364,5072,-1748,-10460,-4487,3791,0
845.303240061,-15712,240,-7572,-3459,-2062,4310,0
845.412605047,-14700,-10636,-14792,-6730,2249,-5427,0
845.521983147,-23480,644,296,-14678,19337,-25069,0
845.631519079,-21436,1160,-136,-7561,6719,-26863,0
845.741482973,-14812,6352,-348,-4573,-2036,-21113,0
845.851010084,-12116,3020,-2588,-8235,-5098,-9316,0
845.960700989,-10504,-17156,-18368,-2199,-9690,-10079,0
846.070219994,-13992,2792,-32768,-4817,-5401,-7149,1
846.179960012,-13752,1564,8220,6654,-10509,4711,0
846.289479017,-14876,924,-2260,3353,-6315,11344,0
846.399212122,-14896,-1536,-5208,-1449,-3798,9168,0
846.508708954,-15120,1572,-3780,-3991,-4379,5181,0
846.618263006,-15220,1896,-4588,-2781,-3473,5377,0
846.727797031,-16604,-5236,-10316,-1282,1238,810,0
846.837273121,-24532,-2652,-4704,-6885,17889,-21782,0
846.946946144,-20240,3380,-2144,-6045,6069,-24444,0
847.056386948,-11864,4256,-1164,1859,1963,-12947,0
847.165894032,-10284,-1756,1140,1396,-1440,-7808,0
847.275434017,-12508,-20916,-19520,6490,-8670,-3430,0
847.384849072,-31740,-4124,-32768,10798,-17418,-3819,1
847.494262934,-16548,4780,-2012,1978,1932,8714,0
847.603620052,-14056,-532,-4496,7144,-5170,11619,0
847.713227987,-14624,2124,-3684,6024,-6051,14254,0
847.821644068,-13536,-4160,-3516,-8340,-9101,6495,0
847.929718018,-16352,-52,-5680,3547,-2452,8009,0
848.038018942,-19768,-17336,-16568,-734,10267,-11024,0
848.145992994,-17836,-2048,-3120,-2259,12663,-8530,0
848.254112005,-18268,5232,-2952,533,10442,-16558,0
848.361967087,-11212,3024,-2836,-518,329,-12505,0
848.470364094,-11116,7832,-3132,-10648,-2928,-20872,0
848.578529119,-9512,-12392,-11564,-8978,-2400,-2962,0
848.686504126,-12668,8392,-8396,4512,-7205,14024,1
848.794788122,-16936,1532,-5984,29121,-7321,18071,0
848.904206991,-13300,-2048,-2820,3673,-6444,12485,0
849.013648987,-15688,-1376,-1884,-6075,-5002,11722,0
849.123142004,-12624,-2640,-7728,-452,-3040,6493,0
849.232610941,-14916,-5896,-11348,677,503,5585,0
849.341973066,-30348,-7928,-760,3954,22905,-7622,0
849.451562166,-22156,-876,3676,-9215,8391,-19094,0
849.561107159,-16948,196,4120,-12136,-398,-23504,0
849.670644999,-13960,2052,-1332,-15618,-5901,-20245,0
849.780183077,-16332,1836,-2032,-16845,-7283,-13222,0
849.889677048,-13468,-2252,-3936,-6392,-6222,3799,1
849.999218941,-9180,10536,22268,-17241,-3408,-23376,0
850.108696938,-18696,-3000,-1252,-11812,-6665,3901,0
850.218215942,-16028,2688,-3028,-8009,-5785,6807,0
850.327639103,-12068,3220,224,-10495,-9079,4433,0
850.437138081,-16292,-2616,-6844,3205,-3645,7448,0
850.546602011,-13784,-13036,-16556,1323,8510,-4099,0
850.656163931,-20740,336,-4256,-6457,11215,-18418,0
850.765582085,-19476,4664,-1188,-4007,8662,-22479,0
850.874958992,-11764,5944,-84,-484,-1662,-10891,0
850.984395027,-16476,2228,-7676,-7836,-4994,-26233,0
851.093868017,-9644,-2008,-3036,-10107,-795,4346,1
851.203253984,-15556,8520,-3004,-5684,16233,10695,0
851.312858105,-15008,-664,-3196,-4939,-7565,4455,0
851.422243118,-14248,-1004,-4300,-94,-5035,11818,0
851.531806946,-15804,2984,-1524,-3440,-2927,10049,0
851.641407967,-14996,-1944,-9408,-2284,-6322,8290,0
851.750982046,-23772,-19268,-12096,-417,10149,-8718,0
851.860530138,-19584,-1428,-2700,-5752,14072,-14148,0
851.970049143,-19452,6356,-2044,-4396,10725,-18173,0
852.079595089,-9636,3420,-2532,-2936,-5830,-7080,0
852.189167976,-14220,-2808,-7072,-5799,-5532,-19200,0
852.298741102,-14012,6844,7000,-11868,5481,3023,1
852.408237934,-25844,7004,-11636,-9583,15305,8923,0
852.517781019,-15680,-5564,-2204,-740,-5014,5104,0
852.627236128,-15300,-172,-3020,-1207,-6409,15024,0
852.736716032,-14648,-1656,-3196,-1195,-6831,8358,0
852.84624815,-14424,-92,-5612,-3010,-2550,5348,0
852.955698013,-15664,-5788,-11052,-4265,-1200,2173,0
853.065123081,-27816,-2868,-9400,447,20604,-17959,0
853.174666166,-21248,3040,-1804,-5747,9726,-27572,0
853.284016132,-11960,4760,-460,2174,2021,-12806,0
853.393429041,-9852,2252,1404,735,-2507,-10504,0
853.503087997,-7264,-18536,-18516,1783,-6608,-5579,0
853.612519979,-15524,-14992,-32768,9870,-18215,-590,1
853.722268105,-13708,4620,-4388,8142,-4643,7649,0
853.831851006,-14380,-440,-5576,7828,-6938,12278,0
853.941463947,-15216,4760,-4272,3470,-6388,14642,0
854.051017046,-14196,-5524,-8956,1159,-6041,4701,0
854.160678148,-15404,-3108,-7496,2565,-2789,7426,0
854.270280123,-16740,-8360,-22324,17065,25113,1274,0
854.379789114,-22356,-1192,-1980,2096,6628,-14815,0
854.489334106,-15676,2372,-60,-1105,4388,-16499,0
854.598935127,-10204,1772,3456,-1319,-2539,-10837,0
854.708485126,-12820,-6932,-7636,-11945,-7876,-13174,0
854.817986012,-13728,6692,3244,-10709,4739,7267,0
854.927418947,-10812,4972,32767,-32202,-17071,-32768,1
855.036962986,-15100,4076,-3308,-5656,-2827,1298,0
855.146394014,-14480,-896,-2748,-7087,-5589,6499,0
855.255831003,-15100,-464,-3784,-8214,-4929,7632,0
855.36539793,-13780,5252,-5160,-3814,-2059,5519,0
855.474786043,-15040,-4288,-10712,-7359,406,-1227,0
855.584224939,-25860,-4476,-5268,-6815,20580,-20910,0
855.693619013,-18236,-1460,504,-4871,5564,-17854,0
855.80312109,-15256,3224,1408,-3053,3152,-16490,0
855.912457943,-10232,2212,-1376,-2985,-3303,-15029,0
856.022030115,-10340,-13600,-16360,-5030,-9199,-14656,0
856.131487131,-12344,2352,668,-9402,4426,20358,0
856.24103713,-11204,1316,5428,-31042,-19702,-32768,1
856.350718975,-19084,2928,-6728,2126,-8071,6079,0
856.460278988,-14852,2448,-2764,1205,-3979,10998,0
856.569972038,-15168,4688,-3308,-7910,-3073,5559,0
856.67950511,-13156,-1916,-8752,-7115,-2682,3673,0
856.789158106,-14916,-6028,-10648,-5679,109,-889,0
856.898677111,-23412,-6480,-7476,-12490,22675,-19487,0
857.008152962,-20092,-1404,-660,-7998,3616,-19126,0
857.118016005,-15700,3256,192,-2353,2592,-17175,0
857.227642059,-10724,4468,-1088,-3308,-2589,-13804,0
857.337176085,-11712,-14432,-15364,-7327,-6856,-11695,1
857.446609974,-23852,-7684,-15208,-12027,-9601,-9350,1
857.556200981,-13112,3552,11816,5085,-3533,10476,0
857.665640116,-18036,928,-5336,1765,-4676,8338,0
857.775063992,-13804,-352,-3636,3079,-7287,12415,0
857.884659052,-15316,-944,-2944,-7751,-4807,3284,0
857.994081974,-14628,1360,-4448,-2337,-2867,5576,0
858.103458166,-17412,-3496,-11152,-2307,-1967,1011,0
858.213017941,-21960,-5416,-2788,-3277,22532,-11240,0
858.322360992,-20344,1444,-1816,-2456,9084,-18679,0
858.431959152,-13020,4488,-1772,3150,3720,-15063,0
858.541305065,-9464,2964,276,3804,-2054,-4363,0
858.65093708,-8648,-20332,-19636,6309,-6095,-7312,0
858.760714054,-768,4840,3720,32767,-17885,15298,1
858.870213985,-18748,5752,-8772,28599,-4420,17342,0
858.97985816,-14124,-3280,-2088,4055,-7920,11626,0
859.089375019,-13984,4860,-4948,1919,-7736,11731,0
859.198740959,-14056,820,-3108,-2573,-5391,5581,0
859.307796001,-16008,-2872,-6352,4102,-1725,6660,0
859.415920973,-16220,-848,-31304,-4590,18020,-7507,0
859.523847103,-23548,844,-5772,347,7867,-10573,0
859.631750107,-16452,6908,-1480,1422,9957,-14736,0
859.740124941,-7272,2324,-372,3022,-5146,-11330,0
859.848156929,-12480,-7744,-11932,-3437,-12205,-15051,0
859.956164122,-14448,3864,6384,-20750,2960,13042,0
860.064412117,-20488,132,8868,-14580,126,4357,1
860.172284126,-15888,1676,-3088,-12152,-6824,-49,0
860.281875134,-13876,-916,-4740,-2197,-6236,7712,0
860.391453028,-14844,760,-3652,-1587,-2560,5678,0
860.501088142,-13248,-916,-6080,-4443,-3307,7228,0
860.610702991,-17376,-9420,-11420,1644,4726,3057,0
860.720257998,-23340,1520,420,-9912,17064,-19027,0
860.82989502,-20152,3476,432,-6788,8659,-30543,0
860.93949914,-15132,4216,548,-4882,-787,-18266,0
861.04915905,-11792,5696,-3680,-2826,-4251,-12587,0
861.158707142,-11816,-14724,-13148,-3571,-8321,-7360,0
861.268128157,-9392,9692,-32768,6224,-21102,22410,1
861.37756896,-12148,-52,-8360,9819,-5337,14031,0
861.487112045,-15552,-2152,-3292,-138,-1003,21857,0
861.596531153,-16632,1308,-4584,-8240,-2818,4735,0
861.706160069,-13048,3004,-3760,-8598,-3391,-33,0
861.815952063,-15072,2828,-3660,-6582,-2051,3305,0
861.925424099,-17296,-6108,-10368,-4578,2444,99,0
862.034889936,-22740,-1196,-8684,-11266,14427,-20089,0
