t,ax,ay,az,wx,wy,wz,s
707.149142027,-13316,-7648,632,-6149,-6767,-11912,0
707.258646011,-8852,2708,5452,-16257,-3714,11318,0
707.368135929,-14216,-8208,1760,-22018,-7199,9698,1
707.477658033,-17884,-2680,-3256,-8610,-11012,3154,0
707.587116957,-15768,1312,-944,-1718,-6213,9189,0
707.696640968,-15352,1076,-1524,-4352,-5845,5464,0
707.806163073,-15768,-836,-4600,-4408,-6649,4671,0
707.915640116,-17512,-4876,-5904,-3756,-3595,2414,0
708.025057077,-24380,-712,1280,-3681,19527,-17332,0
708.134732962,-20544,2992,0,-5375,8106,-22611,0
708.244153023,-13348,3364,2004,-686,3974,-14205,0
708.353532076,-9152,800,1016,2663,-2287,-6949,0
708.463076115,-9404,-15716,-15840,347,-4165,-5905,0
708.572422981,-32512,-17124,-31744,11254,-7452,1014,0
708.682038069,-15672,3552,-5184,-2110,-4118,1936,1
708.791563988,-16516,-2144,-2696,5186,-6424,8281,1
708.901132107,-14864,-1172,-680,7046,-5526,10072,0
709.011028051,-16176,1712,-1244,758,-8601,6493,0
709.120674133,-16232,-3852,-4792,2063,-5046,6830,0
709.230123997,-13580,-21176,-25976,464,15071,-6813,0
709.339627028,-21004,-3400,-3364,-3872,8863,-10706,0
709.449262142,-15944,5224,-1044,-27,11137,-15444,0
709.558711052,-8280,4712,4,327,-2645,-5527,0
709.668091059,-11908,-3916,-7996,-4288,-9694,-9621,0
709.777657032,-10128,3012,11868,-15889,891,16603,0
709.887105942,-21440,-212,2796,-23661,5143,1150,1
709.996621132,-15048,1124,-4700,-1576,-11427,3073,0
710.106132984,-14384,468,-2604,2012,-7022,8067,0
710.215543985,-15948,864,-728,-1008,-2457,7499,0
710.32494998,-13432,-144,-3936,-2335,-5338,6285,0
710.434415102,-15680,-1844,-6616,-800,-3286,3666,0
710.543905973,-22016,-2856,-11296,4514,21014,-2928,0
710.653450012,-26640,-4112,2588,-6358,7025,-15262,0
710.763041973,-16780,764,5784,-9459,6033,-20660,0
710.872385025,-13580,3132,-1544,-9976,-3611,-17472,0
710.981945992,-12708,88,-864,-8796,-3884,-10158,0
711.091494083,-15424,-5816,-328,-5528,-10784,7108,0
711.201059103,-17496,15648,-7624,-1419,13209,17436,0
711.310656071,-19468,496,-5916,8982,-7276,6167,1
711.420058012,-14200,-512,-4424,8226,-6422,7141,0
711.529585123,-16536,-420,-3384,-4886,-4294,7421,0
711.639214993,-16636,5132,-1408,-10458,-1055,585,0
711.748630047,-15404,1516,-2780,-4007,-4002,3647,0
711.858118057,-19116,-1856,-3712,-5594,1158,-508,0
711.967684031,-28380,-10524,-3956,-8528,19434,-13875,0
712.077163935,-20884,-5488,2168,-2695,8639,-15249,0
712.186737061,-15696,1448,2976,-4290,5567,-16873,0
712.296142101,-11256,5436,376,-2782,1581,-14571,0
712.405635118,-12804,-3020,-5708,-9801,-9439,-15273,0
712.515047073,-14064,1292,3820,-2336,3776,8343,0
712.624562025,-13716,3452,5888,-26976,16293,3263,0
712.733955145,-16604,-492,-1156,-7091,-10920,3250,1
712.843345165,-14560,1684,-1812,5112,-5990,9610,0
712.952697039,-19592,-2256,-1464,-451,-7027,11385,0
713.062039137,-13236,-448,-8412,-5726,-6586,5238,0
713.171540976,-15388,-4980,-8616,-4617,-2928,2379,0
713.281089067,-28092,-6612,4092,-3481,25998,-10324,0
713.39073801,-23712,-2712,3148,-12011,3694,-23192,0
713.500283003,-14864,4752,632,-7399,5380,-17255,0
713.609876156,-12172,3760,492,2419,2615,-11077,0
713.719460011,-7088,-8556,-15076,-8231,-11202,-9416,0
713.828963995,-18296,-2420,-12992,-1128,-5951,5450,0
713.938565016,-14484,-2140,-6580,-4332,-968,19603,1
714.048057079,-15756,-376,-4568,-7725,-10472,4244,0
714.157564163,-15788,452,-2900,-2344,-7130,8617,0
714.267043114,-15592,504,-904,-2116,-5397,4674,0
714.376533031,-14228,-960,-4764,-4318,-5910,4985,0
714.486241102,-17004,-7776,-6988,2339,1453,525,0
714.59563303,-22876,1696,-328,-5471,23669,-19180,0
714.705053091,-21352,1732,-1788,-6058,8485,-22678,0
714.814605951,-13032,5352,-36,1675,4305,-12138,0
714.924021006,-11288,372,1944,2714,1090,-9182,0
715.033471107,-8172,-23096,-22096,3113,4907,-9595,0
715.143027067,-28812,-4936,-32768,6718,-18730,-1362,0
715.252418041,-12588,5012,6948,5081,-8380,2920,1
715.361933947,-14600,1828,-4480,1005,-7598,7737,0
715.471558094,-15392,896,-2904,3327,-6893,8756,0
715.581084967,-15816,3356,244,-855,-5008,5466,0
715.690658092,-16404,-5344,-7024,3631,-2562,5270,0
715.800220013,-11472,-8076,-31488,-3448,8391,-4175,0
715.909956932,-23948,2284,-3684,-3162,9655,-14903,0
716.019490004,-15580,4588,1924,-1593,7731,-17114,0
716.129115105,-13856,7348,-332,-3393,-839,-8453,0
716.23866415,-11296,-7280,-13696,-10853,-8975,-15625,0
716.348165035,-13524,10520,10148,-14063,1033,236,0
716.457746983,-18772,844,4928,-12314,11138,13879,1
716.567198992,-12924,556,-1384,-9098,-5982,5636,0
716.676659107,-14364,408,-2148,-2885,-4894,5999,0
716.786110163,-14664,40,-1208,-4214,-3587,5980,0
716.895565033,-13060,108,-6800,-6801,-6478,2788,0
717.005023956,-15088,-8844,-11116,-5337,4098,-5573,0
717.114375114,-26560,-5740,-792,-6401,23582,-17865,0
717.223937035,-20204,-60,3328,-9489,6074,-17930,0
717.333328009,-15888,2992,3744,-6260,2789,-18417,0
717.442669153,-11952,1312,-2460,-4001,-1529,-13441,0
717.55203104,-6696,-8944,-7032,-9475,-5406,-15060,0
717.661582947,-8240,5376,4348,-6163,-6560,18243,0
717.781697035,-14008,-8892,8052,-19713,4667,28608,0
717.89034605,-17956,-216,-4372,-24201,-1981,2018,1
717.998352051,-15072,1200,-3024,-920,-3697,13596,0
718.107095957,-14540,-1972,-2888,-12264,-6903,8221,0
718.216663122,-14196,-80,-6392,-5259,-5228,6789,0
718.326158047,-12872,-6092,-9424,-6283,1305,2749,0
718.435661077,-22664,-1844,288,-13599,17134,-20210,0
718.54511714,-19952,-2200,-296,-8786,9237,-23373,0
718.654654026,-16448,1948,2580,-5586,1848,-17940,0
718.764086962,-11708,6504,1132,-6599,-3503,-11641,0
718.873435974,-9612,-26160,-24652,2613,-10545,-7926,0
718.983011961,-20756,-6996,-32768,-7652,-10707,-9161,0
719.09236598,-8216,1884,-1576,11768,-11664,7108,1
719.201965094,-13868,-1120,-236,9076,-5451,13420,0
719.311357021,-16008,-1324,-1084,1265,-3774,10020,0
719.420849085,-15692,-276,-1720,-131,-3189,8342,0
719.530414104,-15404,824,-4848,551,-3845,6417,0
719.639867067,-13320,-18140,-23020,396,7307,-5330,0
719.749392986,-19280,232,-1404,-7264,12859,-12120,0
719.85887599,-17632,6808,928,-6806,10555,-20274,0
719.968524933,-11940,6216,-1300,-1996,-1081,-10906,0
720.077983141,-17544,868,-4696,-6275,-10201,-12960,0
720.187612057,-15848,3916,10976,-6392,-1595,3794,0
720.297162056,-21420,4588,-4320,-17173,13489,10249,0
720.406602144,-16088,416,-420,9352,-5631,7288,1
720.516165018,-13928,640,-1612,5183,-8792,8039,0
720.62558794,-15056,-1400,-1464,2059,-7007,10159,0
720.73500514,-14248,-1580,-3148,3402,-5724,7412,0
720.844403028,-16096,-6832,-9996,2665,-651,3453,0
720.953890085,-26048,-2036,-1964,1028,25547,-12719,0
721.063359022,-20420,3024,144,-5933,9341,-23320,0
721.172688961,-13036,6944,2860,-1166,2864,-14481,0
721.2820611,-10680,388,1716,-1229,-3115,-6887,0
721.391600132,-9928,-21520,-18088,8683,-864,-5710,0
721.501201153,-32768,-10148,-32768,4092,-15248,-4953,0
721.610769033,-16384,4056,7756,3604,-737,10439,0
721.720349073,-15100,-632,-5116,-2985,-4993,9074,1
721.829801083,-15416,524,-1820,3288,-6398,11175,0
721.939331055,-15900,2900,-2756,-3831,-8184,5285,0
722.048913956,-16028,-1608,-3408,2075,-2236,6062,0
722.158381939,-16056,-16896,-5448,-1097,5126,-7734,0
722.267879009,-24516,-4852,7208,-14942,14404,-14886,0
722.377331972,-18972,1812,3176,-12253,9691,-17813,0
722.486994982,-13748,1952,1820,-6242,-1221,-16233,0
722.59644413,-12572,6560,152,-4504,-556,-12810,0
722.70588994,-13396,-15040,-12148,-9455,-2415,-9923,0
722.815411091,-32768,-4784,-13968,-16898,-11421,-5037,1
722.92484808,-20028,-5796,8504,1162,-3586,2639,1
723.034260035,-16064,-428,-1352,3901,-2787,10875,0
723.143653154,-16120,3064,-5128,-6837,-5580,5056,0
723.253106117,-15028,1740,1284,-11848,-4119,-332,0
723.362462044,-14552,-2288,-5860,-7347,-4062,3805,0
723.472146988,-17320,-3144,-5556,-9734,-2166,717,0
723.581721067,-23220,-11004,-5056,4829,17907,-3054,0
723.691408157,-21452,972,3572,-5532,6983,-12966,0
723.80094099,-15816,4824,900,-4849,3445,-17990,0
723.910618067,-14264,5036,-2700,-2652,589,-11825,0
724.02015996,-12552,-672,-2924,-5790,-1418,-12961,0
724.12965703,-14176,-1580,-1628,-10050,-2493,739,0
724.239424944,-23756,1952,-2736,-13709,10016,4649,1
724.34892416,-17420,-1640,452,-2332,-6125,5122,0
724.458415031,-14128,656,-2528,6149,-5934,13592,0
724.567961931,-15856,564,-2076,-2945,-8179,7061,0
724.677385092,-15580,-1288,-5316,-1647,-4921,6948,0
724.786898136,-32768,-10100,-15624,5523,16866,-6535,0
724.896404982,-24272,-652,-812,-7184,17606,-18282,0
725.005839109,-21424,3644,1024,-10435,11608,-27056,0
725.115396023,-12684,7312,-1400,-3133,-3822,-14783,0
725.224822044,-10988,3312,3264,-505,-1409,-7752,0
725.334208012,-7132,-18548,-10328,-5570,-2297,-5758,0
725.443630934,17440,3728,5944,15406,-17982,5780,1
725.553157091,-17364,-3452,-6808,21957,-11257,8120,0
725.662675142,-15412,-2864,-2424,2802,-6147,10093,0
725.772207975,-16352,7796,-508,-4606,-7152,8881,0
725.88175106,-16384,1336,-1096,-5593,-7055,894,0
725.991420984,-16664,-2456,-4004,3543,-2325,5904,0
726.101027012,-19112,-19692,-19456,-2595,6533,-2238,0
726.21065712,-19820,-4280,3080,-4794,14916,-12963,0
726.320168972,-19076,4384,3012,-5887,9681,-19813,0
726.429898977,-14336,4820,-2252,-2308,-924,-13035,0
726.539744139,-15964,-3764,-4400,999,-6960,-12687,0
726.649281979,-15320,192,6612,-8762,-2882,3809,0
726.758784056,-29300,8520,-3016,-7514,-2499,8126,0
726.868288994,-17176,-1608,632,1246,-8656,7151,1
726.977782965,-14492,-2496,-1288,10033,-8846,13387,1
727.087245941,-15796,-864,-1772,-3104,-6626,9185,0
727.196854115,-13504,-1560,-1520,-3125,-7666,5416,0
727.306318045,-15540,-6172,-7840,3555,-1720,4420,0
727.415698051,-27840,-3004,-6492,9242,26280,-4849,0
727.525105953,-24808,-1388,220,-3663,4793,-13966,0
727.634663105,-14228,3428,2120,-1219,5765,-14218,0
727.744091034,-9720,5160,324,-469,-2602,-5700,0
727.853471994,-10860,-22400,-20840,-2163,-5691,-8866,0
727.962959051,-22048,-18732,-8548,-9914,-1075,12267,0
728.071236134,-2268,424,23876,2588,-3394,6746,0
728.179453135,-17932,-2168,-5152,-14988,-4788,1868,1
728.288558006,-17352,576,-2824,-5222,-5350,4646,0
728.398142099,-16584,1248,-1812,-6165,-4933,5498,0
728.507651091,-12936,-1064,-6912,-6755,-4009,4185,0
728.617186069,-13324,-4320,-7236,-8106,-2512,435,0
728.726648092,-25092,-6072,-8192,2874,26355,-16122,0
728.836183071,-21496,-416,1436,-4885,4350,-13101,0
728.94554615,-15744,3488,1812,-4232,4668,-18240,0
729.05498004,-10556,4128,-676,-1766,-1392,-10956,0
729.16435194,-8692,-8872,-8120,-4921,-4687,-13262,0
729.27391696,-12888,7232,4440,-7868,-2948,8278,0
729.383319139,-15092,408,-6784,-32768,6646,11120,0
729.492663145,-15984,-504,-4960,-10267,-2500,4001,1
729.602017164,-14432,2140,-4432,6748,-4477,7881,0
729.711579084,-16300,-208,-1624,-3864,-3146,4893,0
729.821164131,-13916,4444,-2484,-6496,-4667,4807,0
729.930766106,-17432,1092,-2764,2856,-2135,6527,0
730.040300131,-19592,-12628,-18724,6,11418,-9727,0
730.149927139,-20244,6516,-1200,-10467,15960,-17198,0
730.259454012,-21140,4768,-988,-11955,7436,-25784,0
730.368927956,-15012,4512,-480,-1358,-2783,-14030,0
730.478356123,-15480,524,-5016,-5258,-3660,-16619,0
730.587839127,-10968,-4484,-8664,-5812,-4907,-6568,0
730.697351933,6480,11848,180,15704,-25630,-7589,0
730.80689311,-12220,1488,-12276,32756,-6793,10763,0
730.91634202,-14372,-3040,-1700,3074,-6667,12367,1
731.025772095,-9884,-8592,-1128,-4401,450,12254,0
731.13518095,-15920,1516,-2244,-4314,-5726,5959,0
731.244652033,-16188,-1396,-4456,393,-1829,7014,0
731.354076147,-18120,-20784,-16112,2346,9099,-10230,0
731.463482141,-18992,4432,180,-5853,13308,-14286,0
731.573018074,-19492,5952,-1104,-8827,9202,-24243,0
731.682428122,-10816,3900,-1908,572,-1557,-9542,0
731.792016029,-11976,-1432,-2544,-1126,-3569,-10284,0
731.9017241,-14396,-1324,-1868,-10020,-6400,1247,0
732.011285067,-22836,4864,-6260,-17743,-1287,4521,0
732.120682001,-13892,1292,-3116,-892,-3590,6217,0
732.230219126,-15196,-1880,-3452,3627,-4373,14586,1
732.339828014,-17292,-544,-1104,-3299,-3800,8450,0
732.449244976,-14512,-2644,-4968,-133,-7874,6038,0
732.558828115,-14740,-5684,-7636,1557,4597,-7716,0
732.668342113,-27844,-3704,-1920,6216,26148,-7965,0
732.777826071,-20760,1964,-3424,-2280,4854,-19836,0
732.887352943,-10604,5460,160,2763,4580,-10487,0
732.996879101,-10456,1760,2588,2517,-726,-7033,0
733.106910944,-7656,-29204,-20920,2301,-2715,-3706,0
733.216935158,-32000,-20344,-32768,16395,-14098,-3055,0
733.326452017,-16984,2624,-2140,9923,-7066,9514,1
733.435892105,-14372,-752,-1100,4200,-5253,12885,1
733.545413971,-14684,-244,-3576,5177,-5659,13481,0
733.654929161,-16444,1860,-544,-3458,-5238,7658,0
733.764321089,-15492,-5692,-8316,2512,-3421,6294,0
733.873904943,-15440,-8460,-13216,-714,12665,-11944,0
733.983330965,-18932,3296,-2564,-3021,13249,-6590,0
734.093007088,-20068,96,1304,-8102,8357,-19453,0
734.202368975,-14040,1352,20,-5786,-85,-17283,0
734.311965942,-10404,5220,-3512,-7249,-1700,-12650,0
734.421370983,-10364,-8128,-6884,-4389,-9918,-3422,0
734.530998945,14036,18636,-940,-10068,-11745,17224,0
734.640510082,-16748,3444,-9132,30605,-12027,9836,0
734.750041962,-11804,-2780,-1440,-5763,-5736,2561,0
734.859645128,-14920,1144,-3572,-15454,-3656,7142,0
734.969156027,-13936,3732,-4460,-7593,-4181,3369,0
735.078715086,-15404,2724,-4160,-5821,-1753,4178,0
735.18851614,-20856,-13208,-12044,-1482,8552,-2592,0
735.298124075,-19604,3296,-4840,-14765,14212,-19159,0
735.407645941,-20636,5432,-1876,-10837,11031,-23231,0
735.517094135,-14756,5576,-732,-130,1813,-15081,0
735.626634121,-10832,5120,-80,-2157,-866,-9199,0
735.736166954,-9884,-19632,-16796,5317,-3619,-7387,0
735.845637083,-27372,-21668,-32768,9660,-19715,-17014,0
735.955101967,-9068,2696,-1284,11893,-6549,15485,1
736.065025091,-12384,2060,1576,5370,-5264,11151,0
736.17445302,-16108,-932,-3336,896,-4877,8837,0
736.283936977,-14768,2624,-2396,-4918,-7522,5711,0
736.393303156,-16564,804,-4084,910,-1755,5864,0
736.502691031,-17120,-17416,-11860,1424,11009,-7415,0
736.612040997,-21996,1656,408,-11072,11691,-15307,0
736.721565008,-20076,3160,528,-10742,10262,-23140,0
736.831181049,-15564,5452,-1476,-1250,-1711,-9702,0
736.940735102,-15652,2140,-1232,-1951,-1934,-12830,0
737.050276041,-12920,-4036,-424,-12141,-5313,-3283,0
737.159765959,-23200,10236,-10304,-10190,-6361,6225,0
737.269397974,-18152,-4096,-2160,10168,-7094,9763,1
737.378898144,-13808,-2228,-2740,5156,-5099,16544,0
737.488373995,-20728,4564,-3076,-5131,-7258,11193,0
737.597874165,-14852,-3956,-8456,-3848,-9442,5336,0
737.707344055,-16068,-1196,-3884,2182,-1976,3222,0
737.816930056,-16684,-5520,-14096,8653,25201,-1905,0
737.926357031,-27296,-5344,2220,529,8036,-12680,0
738.035750151,-15420,4460,1396,-1168,8004,-17137,0
738.14520812,-9700,4444,-1296,2536,-2234,-7470,0
738.254668951,-13584,-9748,-10484,-4446,-10781,-9825,0
738.364098072,-18068,13264,3108,-1838,2506,11769,0
738.473495007,-14704,4820,-236,-25395,10866,8476,0
738.583070993,-15132,1052,-4788,-6038,-10189,2999,0
738.692423105,-14076,76,-2784,-2785,-7254,5482,0
738.801926136,-15372,0,-2364,-3351,-6641,7346,0
738.910421133,-13656,-1344,-4900,-2293,-5018,4881,0
739.018517017,-15220,-6020,-9644,-1890,-3034,1940,0
739.126496077,-26700,-3332,-356,2224,29172,-12938,0
739.234372139,-25000,2868,-2788,-4960,7962,-29177,0
739.342360973,-11108,5532,2084,2123,3745,-14272,0
739.450456142,-5896,4292,2956,-1067,-5554,-5492,0
739.558357954,-8172,-26916,-16392,6145,-6633,-2901,0
739.666310072,-14752,9976,-32768,9973,-20901,-21975,0
739.774439096,-11856,2668,5760,16436,-6294,15833,1
739.882311106,-14076,1604,-768,7356,-2272,14249,0
739.991889,-14980,-1380,-4836,-1489,-4013,7193,0
740.101305008,-15968,-1528,-1612,-9459,-7930,7023,0
740.210914135,-14112,920,-1096,-3019,-2039,5719,0
740.320445061,-18952,-12452,-16856,-6404,7470,-8574,0
740.430011034,-21996,3120,904,-15250,12802,-17167,0
740.53954196,-21656,2164,856,-12410,10317,-27765,0
740.649139166,-14440,4336,-436,-3884,-407,-15335,0
740.758638144,-8688,260,-1828,-6333,-1084,-11460,0
740.86819315,-10608,-11716,-10332,1652,-7435,-5746,0
740.977688074,-7268,-1232,-15440,9149,-18016,5057,0
741.087131977,-13400,-5488,-1304,7757,-10873,7425,1
741.196635962,-13424,-1368,-2456,6549,-2602,17751,0
741.306169987,-14908,-528,-3212,-4566,-3064,2896,0
741.415748119,-17480,-6252,-924,-5914,-2351,8838,0
741.525339127,-16880,-652,-4556,1235,-1270,5637,0
741.634788036,-17940,-17972,-20912,-1740,10479,-4272,0
741.744199991,-20988,2660,3292,-9571,14665,-14500,0
741.853671074,-19348,3960,2340,-12717,7699,-23348,0
741.963115931,-14044,4488,-1352,-3052,-2377,-16123,0
742.072787046,-12900,116,-6064,-5600,-3520,-14798,0
742.182388067,-13692,-4856,48,-4842,-7293,-1087,0
742.291970968,-13564,18516,-1344,-5732,7237,15190,0
742.401571989,-21784,-2112,-5904,14260,-824,21534,0
742.511121988,-14344,500,-4820,6198,-9610,12964,1
742.620608091,-13924,-4068,152,-8572,-7352,8960,0
742.730174065,-14668,-828,-4048,-4728,-6055,5239,0
742.839679003,-19628,-7592,-6160,-2992,317,1819,0
742.949192047,-27452,-8464,-2168,-1084,24191,-15079,0
743.05873394,-20752,-1908,-76,-5498,5360,-20123,0
743.168153048,-13716,6332,1668,71,2330,-14744,0
743.27769804,-10776,1696,1428,1026,-1454,-8504,0
743.387213945,-6704,-23208,-17044,7349,-3542,-4582,0
743.496689081,-32768,-14032,-32768,6236,-17568,-10869,0
743.606160164,-17464,2636,-4304,1699,-8347,7186,1
743.715646982,-15544,1464,-520,10449,-8856,12398,0
743.825026035,-15284,-1096,-3440,6864,-7487,16489,0
743.93494606,-15824,-188,-2824,-45,-5601,7992,0
744.044342041,-15172,-3120,-4724,19,-2932,6473,0
744.153872967,-21096,-8528,-28544,8805,26468,-6358,0
744.263225079,-25364,1336,-1952,60,6258,-11704,0
744.37290597,-13988,9444,1748,-728,8403,-16437,0
744.482247114,-10124,3164,-372,552,-758,-7357,0
744.591824055,-14600,-10540,-12912,-5818,-6155,-15585,0
744.701439142,-21676,-1716,-12080,-3654,675,-3552,1
744.81101203,-16188,2092,4724,-1418,-819,17454,0
744.920567036,-17584,896,-4168,-2408,-3765,7772,0
745.030123949,-16352,888,-1880,6434,-6186,11779,0
745.139486074,-16144,-1620,-1224,-1005,-7257,8794,0
745.249164104,-15584,-1348,-5552,162,-2236,6533,0
745.35867095,-16916,-24708,-21468,-391,13839,-9447,0
745.468134165,-18160,-404,-1832,-220,11189,-8917,0
745.577677965,-17980,1932,2076,-6379,11272,-20705,0
745.687207937,-13048,4868,-356,-4940,490,-14796,0
745.796653032,-12400,2120,-5148,-6150,-6286,-12769,0
745.906166077,-18488,-1996,-2800,-11723,-9027,17669,1
746.015692949,-32768,5624,-12496,-32000,16491,-3004,0
746.125093937,-16528,-2628,-5000,-2474,-5236,4517,0
746.234662056,-13304,1508,-4432,-5343,-5617,4983,0
746.344037056,-15148,-2368,-2796,-8461,-2468,5430,0
746.453523159,-13480,884,-4512,-9316,-3657,2360,0
746.563048124,-16936,-512,-3248,-5011,-251,3596,0
746.672397137,-15172,-13792,-13168,-4720,6413,-1304,0
746.781955004,-18692,-6076,-3800,-11275,12826,-22375,0
746.891505957,-22356,8084,-1436,-10537,11327,-25598,0
747.001142025,-15256,3804,-1216,577,3161,-16254,0
747.110674143,-7348,4032,-1568,-4998,-4121,-6714,0
747.220278978,-11080,-7092,-7504,-5237,-9721,95,0
747.329894066,-10140,9960,1784,-8791,4942,15857,1
747.439413071,-18976,1340,-1492,32767,-8468,29149,0
747.54914999,-12704,-3760,-3616,545,-5956,18062,0
747.65853405,-14896,608,-2584,-7960,-3868,7328,0
747.768006086,-13176,-400,-6656,-3574,-3851,2956,0
747.87766099,-15056,-11788,-9216,-5160,2306,-705,0
747.987101078,-25412,-2844,-2704,-9092,17477,-23784,0
748.096539021,-23864,388,208,-8987,9025,-32768,0
748.20612216,-13932,8464,996,-3148,-101,-15798,0
748.315596104,-10520,6620,200,-2827,-2285,-10484,0
748.425032139,-9564,-22004,-21432,5409,-3022,-8547,0
748.534680128,-32768,-14600,-32768,-5049,-17659,-19652,0
748.64409399,-1164,7352,6660,-5611,-12955,10956,1
748.753564119,-16664,816,-3352,1603,-5395,9266,0
748.863080978,-15204,1080,-3152,1317,-5727,16511,0
748.972432137,-16412,-928,-444,1463,-6097,9501,0
749.081988096,-15712,-1132,-9664,-3458,-5468,4906,0
749.191547155,-18624,-19140,-8576,-5427,2376,-7918,0
749.301208019,-22304,-552,184,-5098,13599,-12978,0
749.410763979,-18260,4460,636,-7221,13848,-21967,0
749.520349026,-11792,3652,-984,2095,919,-10117,0
749.629900932,-12672,604,-2872,-2872,-7568,-9623,0
749.740182161,-13388,-2164,668,-9961,-2796,2648,0
749.849705935,-21420,10096,-7432,-24867,-561,388,0
749.959213972,-17232,-3116,-2496,5419,-9352,8230,1
750.068741083,-13980,-808,-604,-2801,-6203,7475,0
750.178308964,-16688,1636,-132,-881,-4589,8018,0
750.287850142,-12792,-3316,-7840,-4308,-5416,3817,0
750.397238016,-18136,-5908,-6160,2446,-1494,8672,0
750.506889105,-24612,-6108,-1428,-1366,23141,-10833,0
750.615049124,-21780,-948,-2616,-5719,7769,-23287,0
750.723061085,-14228,5652,1120,828,4844,-14967,0
750.831091166,-8104,5264,3492,-213,-1021,-6693,0
750.940003157,3932,-19676,-15748,-620,-17197,-5363,0
751.048107147,-13068,3256,-5928,32563,5399,7004,0
751.156073093,-11696,-316,4992,516,-9190,3044,1
751.264073133,-13144,-328,-3316,491,-1036,13355,0
751.371938944,-17028,2004,-2428,-5341,-5742,5962,0
751.481487989,-15104,-92,-3116,1159,-7736,8553,0
751.591021061,-15744,2004,-3164,1905,-1596,5706,0
751.700612068,-18548,-12932,-17136,-4647,8558,-7242,0
751.810111046,-21308,2776,4804,-15366,12570,-17470,0
751.919600964,-19540,4168,700,-10869,8816,-21468,0
752.029153109,-14104,2964,-2712,580,-602,-12522,0
752.138721943,-12380,2808,-1084,-5603,-1705,-13572,0
752.248368979,-12752,-2880,-5176,-7263,-5498,-2653,0
752.357885122,-9260,16448,-8972,3938,-5711,12986,0
752.467344999,-18060,-520,-3900,16391,-11262,11625,1
752.576890945,-12872,-4092,-2776,4130,177,18926,0
752.686794996,-14576,-1764,-3404,-4058,-1874,7385,0
752.79629612,-14420,2000,-5196,-2986,-5213,5295,0
752.90573597,-13988,-616,-5256,1253,-589,3223,0
753.015166998,-16144,-5204,-9260,7745,19215,-4601,0
753.124722004,-27052,-2872,1136,-4663,10491,-21411,0
753.234095097,-15212,6240,2680,-3338,3770,-16737,0
753.34345603,-10900,5932,-1656,-4444,-2835,-11177,0
753.453082085,-9608,-13012,-7260,-3250,-7503,-9243,0
753.562449932,-15328,4968,3748,-9136,-4042,9394,0
753.671986103,-19788,4892,868,-3097,15162,14410,1
753.781536102,-14796,584,-3664,-13730,-2635,3217,0
753.891047955,-12368,4008,-7520,-4525,-4041,8300,0
754.002182007,-14848,312,-3068,-6208,-7010,7109,0
754.111752987,-14736,1296,-6836,-5533,-7497,5938,0
754.221750975,-17576,-16684,-14932,431,4378,-578,0
754.331414938,-22284,4484,-164,-7109,15698,-17247,0
754.440988064,-19320,5888,-3388,-8030,10351,-25358,0
754.55064702,-12184,4228,-1876,3281,918,-11148,0
754.660274029,-12376,-2700,-596,1111,-900,-8778,0
754.769912004,-11704,-4264,-3572,-8390,-9884,-1008,0
754.879454136,-2564,23036,-2260,-1808,-5900,15560,0
754.9889431,-23236,4280,-660,32296,-4921,16387,1
755.098448038,-15228,-3052,-1496,8539,-3633,11930,0
755.208003998,-17000,2280,-2216,453,-5221,13477,0
755.317636013,-16172,-1992,-2804,2154,-5990,9624,0
755.427008152,-15588,-3872,-7112,940,-2791,5619,0
755.536463976,-24528,-1476,-9364,6544,23750,-5396,0
755.645904064,-22708,-2184,616,-1937,6145,-11607,0
755.755401134,-11892,5708,180,606,3992,-14786,0
755.864823103,-11672,1740,-296,2578,-2728,-10159,0
755.974523067,-9040,-5496,-11384,-8279,-8348,-14252,0
756.083964109,-12328,2388,5188,-4729,-650,6557,0
756.19334507,-11944,-4288,8680,-13243,-12299,1841,1
756.302684069,-19820,-80,-3552,-12294,-7061,1170,0
756.412101984,-14916,-796,-2876,825,-7898,6973,0
756.521654129,-15836,376,-1844,7487,-5087,11949,0
756.631174088,-14132,-3072,-7128,1265,-4588,6256,0
756.740759134,-15216,-15020,-9780,-1967,6673,-7172,0
756.850330114,-19572,-4228,2792,-7740,15084,-16375,0
756.95996213,-21392,236,392,-6589,12037,-17744,0
757.069460154,-14372,-236,1908,276,1304,-16203,0
757.17901206,-12552,6524,-1568,-6184,-4101,-11302,0
757.288486958,-13588,-20544,-16036,-6108,-9020,-7998,0
757.398045063,-10612,-13528,-6392,-32768,-9226,-17048,0
757.507593155,-10788,-2532,10788,10532,-412,32703,1
757.617067099,-17692,1092,-5124,-2992,-3506,8904,0
757.726531982,-15488,812,-6088,-4024,-4523,7116,0
757.836130142,-15788,3356,-1260,-10761,-4000,1757,0
757.945512056,-13344,2520,-7108,-5411,-3161,5540,0
758.054939985,-21260,3088,-5816,-8932,-413,978,0
758.164304972,-14592,-10180,-14392,-5571,6219,-255,0
758.273664951,-21820,3864,-916,-13972,17077,-19984,0
758.383154154,-21092,5704,-2000,-8095,6973,-24305,0
758.492511988,-16556,2400,-4972,-3940,2221,-23492,0
758.602200985,-13236,3380,-3008,-4535,-303,-11216,0
758.711746931,-11208,-14432,-10836,521,-2389,-4958,0
758.821445942,-15224,-1688,1916,-9205,2803,21041,0
758.930973053,-5624,-11572,13224,-11013,-18734,-21722,0
